item_id,nome,categoria,preco,descricao,imagem_url,cat_idx
146,Kite Mini Cool,Brinquedos,617.37,Kite Mini Cool da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item146,2
147,Perfume Cítrico Fit,Beleza e Cuidados,512.63,Perfume Cítrico Fit da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item147,1
148,Haltere 5kg VerdeVida,Esportes,70.45,Haltere 5kg VerdeVida da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item148,5
149,Cerveja Stout Trend,Alimentos e Bebidas,293.07,Cerveja Stout Trend da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item149,0
150,Bola de Futebol Lumina,Esportes,910.1,Bola de Futebol Lumina da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item150,5
151,Perfume Cítrico VerdeVida,Beleza e Cuidados,254.77,Perfume Cítrico VerdeVida da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item151,1
152,Shorts Jeans Cool,Roupas,162.0,Shorts Jeans Cool da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item152,7
153,Abajur Led Lumina,Casa e Decoração,499.66,Abajur Led Lumina da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item153,3
154,Boneco Articulado Classic,Brinquedos,985.94,Boneco Articulado Classic da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item154,2
155,Caderno Inteligente VerdeVida,Livros e Papelaria,257.21,Caderno Inteligente VerdeVida da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item155,6
156,Caderno Inteligente Nexus,Livros e Papelaria,678.69,Caderno Inteligente Nexus da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item156,6
157,Teclado Mecânico VerdeVida,Eletrônicos,766.39,Teclado Mecânico VerdeVida da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item157,4
158,Kite Mini Top,Brinquedos,252.88,Kite Mini Top da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item158,2
159,Escova de Cabelo Ventoinha Top,Beleza e Cuidados,733.65,Escova de Cabelo Ventoinha Top da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item159,1
160,Barra de Cereal Chocolate Smart,Alimentos e Bebidas,380.43,Barra de Cereal Chocolate Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item160,0
161,Abajur Led Lumina,Casa e Decoração,639.66,Abajur Led Lumina da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item161,3
162,Carregador Portátil Trend,Eletrônicos,640.86,Carregador Portátil Trend da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item162,4
163,Abajur Led Classic,Casa e Decoração,545.06,Abajur Led Classic da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item163,3
164,Bola de Futebol Prime,Esportes,108.48,Bola de Futebol Prime da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item164,5
165,Camiseta Polo Trend,Roupas,838.6,Camiseta Polo Trend da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item165,7
166,Quadro Fotografia VerdeVida,Casa e Decoração,334.36,Quadro Fotografia VerdeVida da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item166,3
167,Puzzle Arte VerdeVida,Livros e Papelaria,202.79,Puzzle Arte VerdeVida da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item167,6
168,Relógio de Parede Minimalista Classic,Casa e Decoração,59.96,Relógio de Parede Minimalista Classic da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item168,3
169,Azeite Extra Virgem Nexus,Alimentos e Bebidas,599.08,Azeite Extra Virgem Nexus da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item169,0
170,Boneco Articulado Lumina,Brinquedos,684.01,Boneco Articulado Lumina da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item170,2
171,Corda de Pular Classic,Esportes,36.26,Corda de Pular Classic da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item171,5
172,Azeite Extra Virgem Classic,Alimentos e Bebidas,521.85,Azeite Extra Virgem Classic da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item172,0
173,Escova de Cabelo Ventoinha Nexus,Beleza e Cuidados,241.97,Escova de Cabelo Ventoinha Nexus da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item173,1
174,Hidratante Facial Classic,Beleza e Cuidados,652.27,Hidratante Facial Classic da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item174,1
175,Porta-Retrato Metal Classic,Casa e Decoração,190.88,Porta-Retrato Metal Classic da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item175,3
176,Teclado Mecânico Top,Eletrônicos,697.12,Teclado Mecânico Top da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item176,4
177,Escova de Cabelo Raquete Fit,Beleza e Cuidados,399.0,Escova de Cabelo Raquete Fit da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item177,1
178,Mouse Sem Fio Prime,Eletrônicos,938.0,Mouse Sem Fio Prime da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item178,4
179,Abajur Led Prime,Casa e Decoração,154.77,Abajur Led Prime da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item179,3
180,Relógio de Parede Minimalista Trend,Casa e Decoração,354.25,Relógio de Parede Minimalista Trend da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item180,3
181,Haltere 5kg VerdeVida,Esportes,131.2,Haltere 5kg VerdeVida da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item181,5
182,Livro de Ficção Smart,Livros e Papelaria,926.2,Livro de Ficção Smart da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item182,6
183,Abajur Led Trend,Casa e Decoração,879.79,Abajur Led Trend da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item183,3
184,Meia Esportiva Trend,Roupas,272.78,Meia Esportiva Trend da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item184,7
185,Puzzle Arte Fit,Livros e Papelaria,666.78,Puzzle Arte Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item185,6
186,Perfume Cítrico Trend,Beleza e Cuidados,820.88,Perfume Cítrico Trend da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item186,1
187,Abajur Led Top,Casa e Decoração,564.1,Abajur Led Top da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item187,3
188,Perfume Cítrico Classic,Beleza e Cuidados,539.06,Perfume Cítrico Classic da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item188,1
189,Jaqueta Corta-Vento Fit,Roupas,257.02,Jaqueta Corta-Vento Fit da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item189,7
190,Bola de Futebol Classic,Esportes,111.24,Bola de Futebol Classic da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item190,5
191,Chá Verde VerdeVida,Alimentos e Bebidas,899.27,Chá Verde VerdeVida da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item191,0
192,Jaqueta Corta-Vento Lumina,Roupas,902.41,Jaqueta Corta-Vento Lumina da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item192,7
193,Camiseta Polo Nexus,Roupas,640.44,Camiseta Polo Nexus da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item193,7
194,Bola de Futebol Classic,Esportes,352.25,Bola de Futebol Classic da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item194,5
195,Barra de Cereal Chocolate Cool,Alimentos e Bebidas,362.23,Barra de Cereal Chocolate Cool da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item195,0
196,Haltere 5kg Top,Esportes,731.44,Haltere 5kg Top da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item196,5
197,Caneta Esferográfica Fit,Livros e Papelaria,899.17,Caneta Esferográfica Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item197,6
198,Haltere 5kg Trend,Esportes,889.34,Haltere 5kg Trend da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item198,5
199,Condicionador Hidratante Classic,Beleza e Cuidados,784.28,Condicionador Hidratante Classic da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item199,1
200,Meia Esportiva Smart,Roupas,649.19,Meia Esportiva Smart da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item200,7
201,Blocos de Montar Veículos Nexus,Brinquedos,102.46,Blocos de Montar Veículos Nexus da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item201,2
202,Fone de Ouvido Sem Fio Smart,Eletrônicos,178.4,Fone de Ouvido Sem Fio Smart da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item202,4
203,Quadro Fotografia Smart,Casa e Decoração,900.58,Quadro Fotografia Smart da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item203,3
204,Cerveja Stout Prime,Alimentos e Bebidas,614.3,Cerveja Stout Prime da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item204,0
205,Puzzle Arte Lumina,Livros e Papelaria,29.01,Puzzle Arte Lumina da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item205,6
206,Abajur Led Cool,Casa e Decoração,119.44,Abajur Led Cool da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item206,3
207,Blocos de Montar Veículos Lumina,Brinquedos,670.23,Blocos de Montar Veículos Lumina da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item207,2
208,Mouse Sem Fio Cool,Eletrônicos,24.96,Mouse Sem Fio Cool da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item208,4
209,Webcam HD Smart,Eletrônicos,177.59,Webcam HD Smart da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item209,4
210,Hidratante Facial Nexus,Beleza e Cuidados,557.76,Hidratante Facial Nexus da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item210,1
211,Luva de Goleiro Top,Esportes,698.06,Luva de Goleiro Top da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item211,5
212,Webcam HD Nexus,Eletrônicos,658.92,Webcam HD Nexus da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item212,4
213,Relógio de Parede Minimalista Cool,Casa e Decoração,239.78,Relógio de Parede Minimalista Cool da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item213,3
214,Webcam HD Smart,Eletrônicos,717.94,Webcam HD Smart da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item214,4
215,Jogo de Tabuleiro Trend,Brinquedos,252.5,Jogo de Tabuleiro Trend da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item215,2
216,Kite Mini VerdeVida,Brinquedos,338.89,Kite Mini VerdeVida da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item216,2
217,Kite Mini Trend,Brinquedos,751.56,Kite Mini Trend da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item217,2
218,Puzzle Arte Trend,Livros e Papelaria,656.64,Puzzle Arte Trend da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item218,6
219,Boneco Articulado Prime,Brinquedos,852.24,Boneco Articulado Prime da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item219,2
220,Bola de Futebol VerdeVida,Esportes,664.46,Bola de Futebol VerdeVida da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item220,5
221,Hidratante Facial VerdeVida,Beleza e Cuidados,576.94,Hidratante Facial VerdeVida da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item221,1
222,Livro de Ficção Trend,Livros e Papelaria,111.8,Livro de Ficção Trend da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item222,6
223,Escova de Cabelo Raquete Top,Beleza e Cuidados,380.36,Escova de Cabelo Raquete Top da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item223,1
224,Teclado Mecânico Classic,Eletrônicos,279.9,Teclado Mecânico Classic da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item224,4
225,Abajur Led Lumina,Casa e Decoração,259.11,Abajur Led Lumina da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item225,3
226,Haltere 5kg Smart,Esportes,973.55,Haltere 5kg Smart da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item226,5
227,Caneta Esferográfica Prime,Livros e Papelaria,405.24,Caneta Esferográfica Prime da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item227,6
228,Caderno Inteligente Fit,Livros e Papelaria,894.21,Caderno Inteligente Fit da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item228,6
229,Escova de Cabelo Raquete Cool,Beleza e Cuidados,638.52,Escova de Cabelo Raquete Cool da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item229,1
230,Hidratante Facial Smart,Beleza e Cuidados,798.92,Hidratante Facial Smart da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item230,1
231,Relógio de Parede Minimalista Top,Casa e Decoração,512.58,Relógio de Parede Minimalista Top da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item231,3
232,Luva de Goleiro VerdeVida,Esportes,585.37,Luva de Goleiro VerdeVida da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item232,5
233,Abajur Led Nexus,Casa e Decoração,502.67,Abajur Led Nexus da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item233,3
234,Livro de Ficção Smart,Livros e Papelaria,211.34,Livro de Ficção Smart da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item234,6
235,Teclado Mecânico Top,Eletrônicos,728.0,Teclado Mecânico Top da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item235,4
236,Bola de Futebol Cool,Esportes,295.16,Bola de Futebol Cool da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item236,5
237,Boneco Articulado VerdeVida,Brinquedos,43.83,Boneco Articulado VerdeVida da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item237,2
238,Boneco Articulado VerdeVida,Brinquedos,652.56,Boneco Articulado VerdeVida da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item238,2
239,Quebra-Cabeça 500 Peças Classic,Brinquedos,193.57,Quebra-Cabeça 500 Peças Classic da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item239,2
240,Escova de Cabelo Raquete Cool,Beleza e Cuidados,941.65,Escova de Cabelo Raquete Cool da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item240,1
241,Relógio de Parede Minimalista Top,Casa e Decoração,954.85,Relógio de Parede Minimalista Top da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item241,3
242,Kite Mini VerdeVida,Brinquedos,916.57,Kite Mini VerdeVida da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item242,2
243,Cerveja Stout Top,Alimentos e Bebidas,382.76,Cerveja Stout Top da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item243,0
244,Caneta Esferográfica Lumina,Livros e Papelaria,35.15,Caneta Esferográfica Lumina da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item244,6
245,Condicionador Hidratante Top,Beleza e Cuidados,929.75,Condicionador Hidratante Top da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item245,1
246,Escova de Cabelo Ventoinha Fit,Beleza e Cuidados,439.62,Escova de Cabelo Ventoinha Fit da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item246,1
247,Café Especial Smart,Alimentos e Bebidas,967.32,Café Especial Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item247,0
248,Café Especial Smart,Alimentos e Bebidas,964.35,Café Especial Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item248,0
249,Meia Esportiva Cool,Roupas,855.95,Meia Esportiva Cool da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item249,7
250,Azeite Extra Virgem Pro,Alimentos e Bebidas,308.56,Azeite Extra Virgem Pro da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item250,0
251,Meia Esportiva Cool,Roupas,397.4,Meia Esportiva Cool da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item251,7
252,Livro de Ficção Classic,Livros e Papelaria,854.11,Livro de Ficção Classic da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item252,6
253,Blocos de Montar Veículos Smart,Brinquedos,330.58,Blocos de Montar Veículos Smart da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item253,2
254,Perfume Cítrico Pro,Beleza e Cuidados,186.1,Perfume Cítrico Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item254,1
255,Carregador Portátil Classic,Eletrônicos,565.67,Carregador Portátil Classic da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item255,4
256,Webcam HD Nexus,Eletrônicos,937.43,Webcam HD Nexus da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item256,4
257,Boné Aba Reta Prime,Roupas,702.11,Boné Aba Reta Prime da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item257,7
258,Condicionador Hidratante Top,Beleza e Cuidados,578.66,Condicionador Hidratante Top da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item258,1
259,Webcam HD Trend,Eletrônicos,115.23,Webcam HD Trend da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item259,4
260,Tapete Geométrico Trend,Casa e Decoração,622.71,Tapete Geométrico Trend da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item260,3
261,Livro de Ficção Cool,Livros e Papelaria,990.25,Livro de Ficção Cool da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item261,6
262,Haltere 5kg Lumina,Esportes,157.28,Haltere 5kg Lumina da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item262,5
263,Meia Esportiva Pro,Roupas,527.96,Meia Esportiva Pro da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item263,7
264,Quadro Fotografia Cool,Casa e Decoração,879.83,Quadro Fotografia Cool da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item264,3
265,Mouse Sem Fio Top,Eletrônicos,745.95,Mouse Sem Fio Top da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item265,4
266,Chá Verde Pro,Alimentos e Bebidas,703.08,Chá Verde Pro da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item266,0
267,Barra de Cereal Chocolate Trend,Alimentos e Bebidas,708.43,Barra de Cereal Chocolate Trend da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item267,0
268,Marcador de Página Classic,Livros e Papelaria,372.3,Marcador de Página Classic da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item268,6
269,Condicionador Hidratante Top,Beleza e Cuidados,307.72,Condicionador Hidratante Top da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item269,1
270,Escova de Cabelo Raquete Classic,Beleza e Cuidados,813.17,Escova de Cabelo Raquete Classic da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item270,1
271,Mouse Sem Fio Cool,Eletrônicos,813.91,Mouse Sem Fio Cool da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item271,4
272,Abajur Led Pro,Casa e Decoração,869.73,Abajur Led Pro da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item272,3
273,Quadro Fotografia Cool,Casa e Decoração,914.98,Quadro Fotografia Cool da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item273,3
274,Barra de Cereal Chocolate Smart,Alimentos e Bebidas,521.12,Barra de Cereal Chocolate Smart da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item274,0
275,Café Especial Lumina,Alimentos e Bebidas,511.49,Café Especial Lumina da categoria Alimentos e Bebidas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item275,0
276,Perfume Cítrico Pro,Beleza e Cuidados,802.33,Perfume Cítrico Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item276,1
277,Caneta Esferográfica Trend,Livros e Papelaria,656.96,Caneta Esferográfica Trend da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item277,6
278,Hidratante Facial VerdeVida,Beleza e Cuidados,707.93,Hidratante Facial VerdeVida da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item278,1
279,Livro de Ficção Pro,Livros e Papelaria,799.88,Livro de Ficção Pro da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item279,6
280,Jaqueta Corta-Vento Fit,Roupas,892.21,Jaqueta Corta-Vento Fit da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item280,7
281,Condicionador Hidratante Pro,Beleza e Cuidados,351.24,Condicionador Hidratante Pro da categoria Beleza e Cuidados. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item281,1
282,Tapete Geométrico Lumina,Casa e Decoração,388.07,Tapete Geométrico Lumina da categoria Casa e Decoração. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item282,3
283,Shorts Jeans Lumina,Roupas,112.1,Shorts Jeans Lumina da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item283,7
284,Boné Aba Reta Classic,Roupas,586.71,Boné Aba Reta Classic da categoria Roupas. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item284,7
285,Caneta Esferográfica Prime,Livros e Papelaria,55.22,Caneta Esferográfica Prime da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item285,6
286,Luva de Goleiro Pro,Esportes,476.29,Luva de Goleiro Pro da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item286,5
287,Caneta Esferográfica Trend,Livros e Papelaria,551.79,Caneta Esferográfica Trend da categoria Livros e Papelaria. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item287,6
288,Quebra-Cabeça 500 Peças Nexus,Brinquedos,300.81,Quebra-Cabeça 500 Peças Nexus da categoria Brinquedos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item288,2
289,Mouse Sem Fio Fit,Eletrônicos,599.02,Mouse Sem Fio Fit da categoria Eletrônicos. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item289,4
290,Luva de Goleiro Cool,Esportes,49.89,Luva de Goleiro Cool da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item290,5
291,Corda de Pular Smart,Esportes,56.6,Corda de Pular Smart da categoria Esportes. Produto de alta qualidade para o dia a dia.,https://via.placeholder.com/300x300?text=Item291,5
